Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
13,https://www.digikey.com/Photos/Schroff/23006864.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Backplanes,23006864,BACKPLANE 6U 4 CHAN COMPACTPCI,NVENT SCHROFF,Box,Lead time,,,1,1,,"{""Panel Units"":"" 6U"","" Number of Channels"":"" 4"","" Interface"":"" CompactPCI"","" Connector Spacing"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1392""}",Yes,EAR99,90318000,http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/73972-075.pdf,,backplanes
14,https://www.digikey.com/Photos/Schroff/23006865.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Backplanes,23006865,BACKPLANE 6U 5 CHAN COMPACTPCI,NVENT SCHROFF,Box,Lead time,,,1,1,,"{""Panel Units"":"" 6U"","" Number of Channels"":"" 5"","" Interface"":"" CompactPCI"","" Connector Spacing"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1394""}",Yes,EAR99,90318000,http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/73972-075.pdf,,backplanes
15,https://www.digikey.com/Photos/Schroff/23001508.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Backplanes,23001508,BACKPLANE 6U 8 CHAN VME J1/J2,NVENT SCHROFF,Box,Lead time,,,1,1,,"{""Panel Units"":"" 6U"","" Number of Channels"":"" 8"","" Interface"":"" VME J1/J2"","" Connector Spacing"":"" 0800"" (2032mm)"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1386""}",Yes,EAR99,90318000,https://enclosures.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/73972-103.pdf,,backplanes
16,https://www.digikey.com/Photos/Schroff/23001540.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Backplanes,23001540,BACKPLANE 6U 10 CHAN VME J1/J2,NVENT SCHROFF,Box,Lead time,,,1,1,,"{""Panel Units"":"" 6U"","" Number of Channels"":"" 10"","" Interface"":"" VME J1/J2"","" Connector Spacing"":"" 0800"" (2032mm)"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1387""}",Yes,EAR99,90318000,https://enclosures.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/73972-103.pdf,,backplanes
17,https://www.digikey.com/Photos/Schroff/23001551.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Backplanes,23001551,BACKPLANE 6U 21 CHAN VME J1/J2,NVENT SCHROFF,Box,Lead time,,,1,1,,"{""Panel Units"":"" 6U"","" Number of Channels"":"" 21"","" Interface"":"" VME J1/J2"","" Connector Spacing"":"" 0800"" (2032mm)"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1388""}",Yes,EAR99,90318000,https://enclosures.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/73972-103.pdf,,backplanes
18,https://www.digikey.com/Photos/Schroff/24560884.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,24560884,SUBRACK INSUL STRIP 84HP 10PCS,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Insulation Strip"","" Features"":"" -"","" For Use With/Related Products"":"" Backplanes"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1192""}",,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,ratiopacpro-compacpro-comptec-series-case-platforms
19,https://www.digikey.com/Photos/Schroff/64560010.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,64560010,SUBRACK 6U SPLITTING KIT,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Mounting Hardware"","" Features"":"" -"","" For Use With/Related Products"":"" Chassis"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1359""}",,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,ratiopacpro-compacpro-comptec-series-case-platforms
20,https://www.digikey.com/Photos/Schroff/24560231.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,24560231,SUBRACK HORIZ EMC SS GSKT 10 PCS,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Gasket"","" Seal"","" Features"":"" EMI Shielded"","" For Use With/Related Products"":"" Chassis"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1181""}",,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,
21,https://www.digikey.com/Photos/Schroff/60817061.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,60817061,84HP INSULATION STRIP,NVENT SCHROFF,Bag,Lead time,12 Weeks,,50,50,,"{""Accessory Type"":"" Insulation Strip"","" Features"":"" -"","" For Use With/Related Products"":"" Backplanes"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 50"","" Other Names"":"" 1439-1338""}",,EAR99,90318000,,,ratiopacpro-compacpro-comptec-series-case-platforms
22,https://www.digikey.com/Photos/Schroff/24560245.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,24560245,SUBRACK EMC GASKET COVER 10 PCS,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Gasket"","" Seal"","" Features"":"" EMI Shielded"","" For Use With/Related Products"":"" Chassis"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1182""}",,EAR99,90318000,,,
23,https://www.digikey.com/Photos/Schroff/20860111.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,20860111,MULTIPACPRO 84HP 460MM MNTNG PLT,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Mounting Plate"","" Features"":"" -"","" For Use With/Related Products"":"" Chassis"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1125""}",,EAR99,90318000,,,multipacPRO
24,https://www.digikey.com/photos/Schroff/24563132.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563132,"SUBRACK FOR 19"" 3U 84HP 235MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 9187"" L x 16800"" W (23500mm x 42672mm)"","" Height"":"" 3U = 5250"" (13335mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1194""}",Yes,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
25,https://www.digikey.com/Photos/Schroff/60897278.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Rack Accessories,60897278,PMC MEZZANINE BOARD SPACER,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Hex Spacer"","" For Use With/Related Products"":"" PMC Mezzanine Boards"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1352""}",,EAR99,90318000,http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=840,,
26,https://www.digikey.com/Photos/Schroff/20828128.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Handles,20828128,INPAC ACCESSORY 4U HANDLES 1 SET,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Type"":"" Instrumentation"","" Height"":"" -"","" Length - Center to Center"":"" -"","" Thread/Screw/Hole Size"":"" -"","" Material"":"" Aluminum"","" Mounting Type"":"" Screw Holes"","" Back"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1086""}",,EAR99,90318000,https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,,
27,https://www.digikey.com/Photos/Schroff/24560246.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,24560246,SUBRACK EMC GASKET COVER 100 PCS,NVENT SCHROFF,Bag,Lead time,,,1,1,,"{""Accessory Type"":"" Gasket"","" Seal"","" Features"":"" EMI Shielded"","" For Use With/Related Products"":"" Chassis"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1183""}",,EAR99,90318000,,,
28,https://www.digikey.com/Photos/Schroff/64560080.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Guides,64560080,CARD GUIDE 280MM HEAVY (RED),NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Polybutylene Terephthalate"","" Snap-In Mount"","" 11024"" (28000mm)"","" For Use With/Related Products"":"" 0079"" (200mm) Thick PC Boards"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1363""}",,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,
29,https://www.digikey.com/Photos/Schroff/61000007.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Components,61000007,PCB SHIELD 100X160MM UL94 V-0 BK,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Type"":"" PCB Cover"","" Size / Dimension"":"" 6299"" L x 3937"" W x 0094"" H (16000mm x 10000mm x 240mm)"","" Features"":"" -"","" Color"":"" Black"","" Material"":"" Plastic"","" PBT"","" For Use With/Related Products"":"" PC Board"","" Ventilation"":"" Non-Vented"","" Shipping Info"":"" Shipped from Digi-Key"","" Weight"":"" -"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1353""}",,EAR99,90318000,http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=888,,europacPRO
30,https://www.digikey.com/Photos/Schroff/20809295.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Guide Accessories,20809295,HANDLE 4HP VME PLASTIC GRAY,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Handle"","" For Use With/Related Products"":"" Plug-in Units"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1043""}",Yes,EAR99,90318000,,,
31,https://www.digikey.com/Photos/Schroff/24563432.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563432,"SUBRACK FOR 19"" 6U 84HP 235MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 9187"" L x 16800"" W (23500mm x 42672mm)"","" Height"":"" 6U = 10500"" (26670mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1214""}",Yes,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
32,https://,Electromechanical Components,"Boxes, Enclosures, Racks",Rack Accessories,20827-057,KIT ANODIZE ID PLATE 1BAG=100PC,NVENT SCHROFF,Bulk,Lead time,,,1,1,,"{""Accessory Type"":"" -"","" Features"":"" -"","" For Use With/Related Products"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" Q9679798""}",Yes,EAR99,90318000,,,
33,https://www.digikey.com/Photos/Schroff/24563144.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563144,"SUBRACK FOR 19"" 3U 84HP 355MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 13976"" L x 16800"" W (35500mm x 42672mm)"","" Height"":"" 3U = 5250"" (13335mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1201""}",,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
34,https://www.digikey.com/Photos/Schroff/24563172.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563172,"SUBRACK FOR 19"" 3U 84HP 235MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 9187"" L x 16800"" W (23500mm x 42672mm)"","" Height"":"" 3U = 5250"" (13335mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1210""}",Yes,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
35,https://www.digikey.com/photos/Schroff/24563135.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563135,"SUBRACK FOR 19"" 3U 84HP 415MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 16339"" L x 16800"" W (41500mm x 42672mm)"","" Height"":"" 3U = 5250"" (13335mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" Not applicable"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1197""}",,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
36,https://www.digikey.com/Photos/Schroff/60835022.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Rack Accessories,60835022,PMC MEZZANINE COVER,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Cover"","" For Use With/Related Products"":"" PMC Mezzanine Boards"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1351""}",Yes,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,
37,https://www.digikey.com/Photos/Schroff/34561384.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Rack Accessories,34561384,THREADED INSERT M2.5 84HP,NVENT SCHROFF,Bag,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Threaded Insert"","" For Use With/Related Products"":"" Horizontal Rail"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1327""}",Yes,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,ratiopacpro-compacpro-comptec-series-case-platforms
38,https://www.digikey.com/photos/Schroff/24563133.jpg,Electromechanical Components,"Boxes, Enclosures, Racks",Card Racks,24563133,"SUBRACK FOR 19"" 3U 84HP 295MM",NVENT SCHROFF,Box,Lead time,12 Weeks,,1,1,,"{""Type"":"" Subrack Kit"","" Size / Dimension"":"" 11614"" L x 16800"" W (29500mm x 42672mm)"","" Height"":"" 3U = 5250"" (13335mm)"","" Card Size Range"":"" -"","" Guide Method"":"" No Card Guide"","" Material"":"" Aluminum"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1195""}",Yes,EAR99,90318000,https://schroff.nvent.com/sites/g/files/hdkjer281/files/acquiadam/2020-11/7_1_Frontplatten_e.pdf,,europacPRO
39,https://www.digikey.com/photos/Schroff/34560584.JPG,Electromechanical Components,"Boxes, Enclosures, Racks",Card Rack Accessories,34560584,RR HORIZ RL 84HP HVY INDRCT MNT,NVENT SCHROFF,Bulk,Lead time,12 Weeks,,1,1,,"{""Accessory Type"":"" Horizontal Rail"","" For Use With/Related Products"":"" Subracks"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1439-1318""}",Yes,EAR99,90318000,http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,,
