Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
13,http://www.digikey.com/photos/Hirose%20Elect%20Photos/RP34L-5PA-2SC(1857).jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,RP34L-5PA-2SC(1857)(71),CONN PLUG STRAIGHT POWR SUPPLY,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,20 Weeks,,10,10,,"{""Connector Type"":"" Plug to Cable"","" Number of Positions"":"" 2"","" Number of Rows"":"" 1"","" Pitch - Connector"":"" -"","" Pitch - Cable"":"" -"","" Length"":"" ""609 (186m)"""","" Features"":"" Polarizing Key"","" Color"":"" Black"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Crimp"","" Contact Finish"":"" Palladium"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 10"","" Other Names"":"" *RP34L-5PA-2SC(1857)(71)""}",Yes,EAR99,85444220,,,
14,http://www.digikey.com/photos/Hirose%20Elect%20Photos/TM11P-88PP-KSFNC1225.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,TM11P-88PP-KSFNC1225,CABLE MOD 8P8C PLUG TO PLUG 4,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,20,20,,"{""Cable Type"":"" -"","" Connector Type"":"" Plug to Plug"","" Mounting Type"":"" Free Hanging (In-Line)"","" Number of Positions/Contacts"":"" 8p8c (RJ45"","" Ethernet)"","" Length"":"" ""400 (122m)"""","" Shielding"":"" Shielded"","" Color"":"" Black"","" Features"":"" Molded Plugs"","" Style"":"" Standard"","" RoHS Status"":"" RoHS non-compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 20"","" Other Names"":"" *TM11P-88PP-KSFNC122""}",No,EAR99,85444220,,,
15,http://www.digikey.com/photos/Hirose%20Elect%20Photos/H2BXG-10102-R6.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,H4BXT-10102-R8,"JUMPER-H9992TR/1852RD/X 2""","HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,10,10,,"{""Contact End"":"" Socket to Cable (Round)"","" Length"":"" 200"" (5080mm)"","" Wire Gauge"":"" 28 AWG"","" Contact Finish"":"" Tin"","" Color"":"" Red"","" Contact Finish Thickness"":"" -"","" Number of Rows"":"" 1"","" Number of Conductors"":"" 1"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Part Number"":"" "","" Description"":"" "","" Assembly Quantity"":"" 10""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0536-0109-0-76&productname=DF13-10P-1.25DSA(76)&series=DF13&documenttype=Catalog&lang=en&documentid=D31687_en,,DF13 Series
16,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_DX40LM-14PP-xxxCV%2850%29.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,DX40LM-14PP-150CV(50),D-SUB TO AUDIO CONNECTOR 14POS,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""Configuration"":"" Centronics 14 pos Male to Male"","" Length"":"" ""492 (150m)"""","" Cable Type"":"" Round"","" Gray"","" Shielding"":"" Unshielded"","" Style"":"" Bidirectional"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 230-5260-7-50""}",,EAR99,85444220,,,
17,,Interconnect,Cable Assemblies,Other Cable Assemblies,HRM-0141-CCT,SMA COAX CONN HAND TOOL ACCY,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""RoHS Status"":"" Quantity"","" Moisture Sensitivity Level (MSL)"":"" "","" Standard Package"":"" "","" Other Names"":"" ""}",,EAR99,85444220,,,
18,http://www.digikey.com/photos/Hirose%20Elect%20Photos/UX40-MB-5PP-500-1002.jpg,Interconnect,Cable Assemblies,USB Cables,UX40-MB-5PP-500-1002,CABLE MINI USB2.0 PLUG-PLUG .5M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""Configuration"":"" Mini B Male to Mini B Male"","" Length"":"" ""164 (5000mm)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" Black"","" Style"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" *UX40-MB-5PP-500-100""}",Yes,EAR99,85444220,,,
19,http://www.digikey.com/photos/Hirose%20Elect%20Photos/HIROSE%20ELECTRIC%20CO%20LTD-UX40-MB-5PA-1000-2003.jpg,Interconnect,Cable Assemblies,USB Cables,UX40-MB-5PA-1000-2003,CABLE USB2.0 MINI PLUG-A PLUG 1M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""Configuration"":"" A Male to Mini B Male"","" Length"":"" ""328 (100m)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" Black"","" Style"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" *UX40-MB-5PA-1000-2003""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=&productname=&series=UX&documenttype=Catalog&lang=en&documentid=D31610_en,,
20,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/ZX40-B-5S-1000-STDA.jpg,Interconnect,Cable Assemblies,USB Cables,ZX40-B-5S-1000-STDA,CABLE MICRO USB B TO STD A 1.0M,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,,,100,100,,"{""Configuration"":"" A Male to Micro B Male"","" Length"":"" ""328 (100m)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" Black"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 100"","" Other Names"":"" *ZX40-B-5S-1000-STDA""}",,EAR99,85444220,,,ZX Series
21,http://www.digikey.com/photos/Hirose%20Elect%20Photos/ZX40-A-5S-75-STDAJ.JPG,Interconnect,Cable Assemblies,USB Cables,ZX40-A-5S-75-STDAJ,CABLE MICRO USB A-STD A 0.075M,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,,,100,100,,"{""Configuration"":"" A Female to Micro A Male"","" Length"":"" ""025 (750mm)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" White"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 100"","" Other Names"":"" H11576""}",,EAR99,85444220,,,ZX Series
22,,Interconnect,Cable Assemblies,USB Cables,ZX40-A-5S-1500-STDA,CONN,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""Configuration"":"" A Female to Micro A Male"","" Length"":"" ""492 (150m)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" -"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1""}",,EAR99,85444220,,,
23,http://www.digikey.com/photos/Hirose%20Elect%20Photos/ZX64-B-5S-1000-STDA.JPG,Interconnect,Cable Assemblies,USB Cables,ZX64-B-5S-1000-STDA,CABLE MICRO USB B TO STD A 1.0M,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,,,"1,000","1,000",,"{""Configuration"":"" A Male to Micro B Male"","" Length"":"" ""328 (100m)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" -"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"",""000"","" Other Names"":"" H11609""}",,EAR99,85444220,,,
24,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/ZX40-B-5S-1000-STDA.jpg,Interconnect,Cable Assemblies,USB Cables,ZX40-B-5S-500-STDA,CABLE MICRO USB B TO STD A 0.5M,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,,,100,100,,"{""Configuration"":"" A Male to Micro B Male"","" Length"":"" ""164 (5000mm)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" Black"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 100"","" Other Names"":"" *ZX40-B-5S-500-STDA""}",,EAR99,85444220,,,ZX Series
25,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_BF4MC-6G.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-75MM,HGH SPD OPTCL TRANS CBL 75M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,16 Weeks,,1,1,,"{""Connector Type"":"" Plug to Plug"","" Number of Positions"":"" 14"","" Number of Rows"":"" 2"","" Pitch - Connector"":"" 0020"" (050mm)"","" Pitch - Cable"":"" -"","" Length"":"" 0246 (7500mm"","" 295"")"","" Features"":"" -"","" Color"":"" Red"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Solder"","" Contact Finish"":"" Gold"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 8311102000""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,BF4M Series Optical Connector System
26,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/ZX40-B-5S-1000-STDA.jpg,Interconnect,Cable Assemblies,USB Cables,ZX40-B-5S-1500-STDA,CABLE MICRO USB B TO STD A 1.5M,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,,,100,100,,"{""Configuration"":"" A Male to Micro B Male"","" Length"":"" ""492 (150m)"""","" Specifications"":"" USB 20"","" Wire Gauge"":"" -"","" Shielding"":"" Shielded"","" Color"":"" Black"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 100"","" Other Names"":"" *ZX40-B-5S-1500-STDA""}",,EAR99,85444220,,,ZX Series
27,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_BF4MC-6G.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-1M,CABLE BF4 TRANS PLUG 1M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,16 Weeks,,1,1,,"{""Connector Type"":"" Plug to Plug"","" Number of Positions"":"" 14"","" Number of Rows"":"" 2"","" Pitch - Connector"":"" 0020"" (050mm)"","" Pitch - Cable"":"" -"","" Length"":"" ""328 (100m)"""","" Features"":"" -"","" Color"":"" Red"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Solder"","" Contact Finish"":"" Gold"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 8311109900""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,BF4M Series Optical Connector System
28,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_BF4MC-6G.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-45MM,HGH SPD OPTCL TRANS,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,16 Weeks,,1,1,,"{""Connector Type"":"" Plug to Plug"","" Number of Positions"":"" 14"","" Number of Rows"":"" 2"","" Pitch - Cable"":"" -"","" Features"":"" -"","" Color"":"" Red"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Solder"","" Contact Finish"":"" Gold"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Standard Package"":"" 1"","" Other Names"":"" 831-1102-0-04""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,
29,,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-120MM,HGH SPD OPTCL TRANS CBL,"HIROSE ELECTRIC CO., LTD.",Bag,Lead time,16 Weeks,,1,1,,"{""RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 26-BF4MC-6GTXRX-B1-120MM""}",Yes,EAR99,85444220,,,
30,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_BF4MC-6G.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-3M,HGH SPD OPTCL TRANS CBL 3M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,16 Weeks,,1,1,,"{""Connector Type"":"" Plug to Plug"","" Number of Positions"":"" 14"","" Number of Rows"":"" 2"","" Pitch - Connector"":"" 0020"" (050mm)"","" Pitch - Cable"":"" -"","" Length"":"" ""984 (300m)"""","" Features"":"" -"","" Color"":"" Red"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Solder"","" Contact Finish"":"" Gold"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 8311109902""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,BF4M Series Optical Connector System
31,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_BF4MC-6G.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,BF4MC-6GTXRX-B1-5M,HGH SPD OPTCL TRANS CBL 5M,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,16 Weeks,,1,1,,"{""Connector Type"":"" Plug to Plug"","" Number of Positions"":"" 14"","" Number of Rows"":"" 2"","" Pitch - Connector"":"" 0020"" (050mm)"","" Pitch - Cable"":"" -"","" Length"":"" ""164 (500m)"""","" Features"":"" -"","" Color"":"" Red"","" Individual (Round)"","" Shielding"":"" Unshielded"","" Usage"":"" -"","" Cable Termination"":"" Solder"","" Contact Finish"":"" Gold"","" Contact Finish Thickness"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 8311109904""}",Yes,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0831-0009-9-00&productname=BF4-RX-14DS-0.5V&series=BF4M&documenttype=Catalog&lang=en&documentid=D46328_en,,BF4M Series Optical Connector System
32,http://www.digikey.com/photos/Hirose%20Elect%20Photos/TM11P-88PP-KSFNC2130.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,TM11P-88PP-KSFNC2130,CABLE MOD 8P8C PLUG TO PLUG 7,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,20,20,,"{""Cable Type"":"" -"","" Connector Type"":"" Plug to Plug"","" Mounting Type"":"" Free Hanging (In-Line)"","" Number of Positions/Contacts"":"" 8p8c (RJ45"","" Ethernet)"","" Length"":"" ""700 (213m)"""","" Shielding"":"" Shielded"","" Color"":"" Black"","" Features"":"" Molded Plugs"","" Style"":"" Standard"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 20"","" Other Names"":"" *TM11P-88PP-KSFNC213""}",,EAR99,85444220,,,
33,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_TM2RG-L66.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,TM2RG-L66-5S-305,CABLE MOD 6P6C JACK TO CABLE 1,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,150,150,,"{""Cable Type"":"" Flat"","" Straight Cable"","" Connector Type"":"" Jack to Cable"","" Mounting Type"":"" Free Hanging (In-Line)"","" Number of Positions/Contacts"":"" 6p6c (RJ11"","" RJ12"","" RJ14"","" RJ25)"","" Length"":"" ""100 (3048mm)"""","" Shielding"":"" Unshielded"","" Color"":"" Brown"","" Features"":"" Panel Stops"","" Style"":"" -"","" RoHS Status"":"" RoHS non-compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 150"","" Other Names"":"" *TM2RG-L66-5S-305""}",No,EAR99,85444220,,,
34,http://www.digikey.com/photos/Hirose%20Elect%20Photos/TM11R-88-35S-300.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,TM11R-88-35S-300,CABLE MOD 8P8C JACK-CABLE 0.98,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,25,25,,"{""Cable Type"":"" Flat"","" Straight Cable"","" Connector Type"":"" Jack to Cable"","" Mounting Type"":"" Free Hanging (In-Line)"","" Number of Positions/Contacts"":"" 8p8c (RJ45"","" Ethernet)"","" Length"":"" ""098 (3000mm)"""","" Shielding"":"" Unshielded"","" Color"":"" Multiple"","" Features"":"" -"","" Style"":"" -"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 25"","" Other Names"":"" *TM11R-88-35S-300""}",,EAR99,85444220,https://www.hirose.com/product/document?clcode=CL0222-1378-0-50&productname=TM11R-5C-88(50)&series=TM11R&documenttype=Catalog&lang=en&documentid=D31678_en,,
35,http://www.digikey.com/Photos/Hirose%20Elect%20Photos/MFG_TM1R-616M44.jpg,Interconnect,Cable Assemblies,Other Cable Assemblies,TM1R-616M44-35S-205,CABLE MOD 4P4C JACK-CABLE 0.67,"HIROSE ELECTRIC CO., LTD.",Bulk,Lead time,,,1,1,,"{""Cable Type"":"" Flat"","" Straight Cable"","" Connector Type"":"" Jack to Cable"","" Mounting Type"":"" Free Hanging (In-Line)"","" Number of Positions/Contacts"":"" 4p4c (RJ9"","" RJ10"","" RJ22)"","" Length"":"" ""067 (2032mm)"""","" Shielding"":"" Unshielded"","" Color"":"" Multiple"","" Features"":"" -"","" Style"":"" -"","" RoHS Status"":"" RoHS non-compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" *TM1R-616M44-35S-205""}",No,EAR99,85444220,,,
