Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
833,"https://www.digikey.com/Renders/Knowles%20Dielectric%20Labs/0505-(1313-Metric)-0,79mm-Tan.jpg",Passive Components,Capacitors,Ceramic Capacitors,C11AH1R6C-9UN-X1T,CAP CER 0505,KNOWLES PRECISION DEVICES,Tape and Reel,Lead time,30 Weeks,"3,500","3,500",,"{""Capacitance"":"" 16pF"","" Tolerance"":"" 025pF"","" Voltage - Rated"":"" 250V"","" Temperature Coefficient"":"" P90"","" Operating Temperature"":"" -55C ~ 125C"","" Features"":"" -"","" Ratings"":"" -"","" Applications"":"" RF"","" Microwave"","" High Frequency"","" Failure Rate"":"" -"","" Mounting Type"":"" Surface Mount"","" MLCC"","" Package / Case"":"" 0505 (1313 Metric)"","" Size / Dimension"":"" 0055"" L x 0055"" W (140mm x 140mm)"","" Height - Seated (Max)"":"" -"","" Thickness (Max)"":"" -"","" Lead Spacing"":"" -"","" Lead Style"":"" -"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 3"",""500"","" Other Names"":"" C11AH1R6C-9UN-X1T-35K""}",Yes,EAR99,85321000,https://www.knowlescapacitors.com/getmedia/c4d82864-bd03-4cf4-b7c9-220115f81d8c/DLI-catalogue_10021-17.aspx,,
834,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/B024RF2S.jpg,RF & Microwave,Filters,RF Filters,B024RF2S,RF FILTER 2.4GHZ BANDPASS 2SMD,KNOWLES PRECISION DEVICES,Tray,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 25GHz Center"","" Bandwidth"":"" 108GHz"","" Ripple"":"" -"","" Insertion Loss"":"" 35dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2-SMD"","" No Lead"","" Size / Dimension"":"" 0500"" L x 0250"" W (1270mm x 635mm)"","" Height (Max)"":"" 0113"" (287mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1099""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B024RF2S_Datasheet.pdf.aspx?lang=en-US,,
835,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/L157XF3W.JPG,RF & Microwave,Filters,RF Filters,L157XF3W,RF FILTER LOW PASS 15.7GHZ 6SMD,KNOWLES PRECISION DEVICES,Tray,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 75GHz Center"","" Bandwidth"":"" -"","" Filter Type"":"" Low Pass"","" Ripple"":"" -"","" Insertion Loss"":"" 3dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 6-SMD"","" No Lead"","" Size / Dimension"":"" 0220"" L x 0140"" W (559mm x 356mm)"","" Height (Max)"":"" 0108"" (274mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1118""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Lowpass-Filters/L157XF3W_Datasheet.pdf.aspx?lang=en-US,,
836,,RF & Microwave,Filters,RF Filters,B012MD5S,RF FILTER BANDPASS 1.227GHZ 6SMD,KNOWLES PRECISION DEVICES,Bulk,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 1227GHz Center"","" Bandwidth"":"" 14MHz"","" Filter Type"":"" Band Pass"","" Ripple"":"" -"","" Insertion Loss"":"" 35dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 6-SMD"","" No Lead"","" Size / Dimension"":"" 0460"" L x 0460"" W (1168mm x 1168mm)"","" Height (Max)"":"" 0113"" (287mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1015""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B012MD5S_Datasheet.pdf.aspx?lang=en-US,,
837,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/MFG_AEQ05469-10.jpg,RF & Microwave,Filters,RF Filters,AEQ05510-10,RF FILTER GAIN EQUALIZER 2SMD,KNOWLES PRECISION DEVICES,Tray,Lead time,30 Weeks,10,10,,"{""Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2-SMD"","" No Lead"","" Size / Dimension"":"" 0030"" L x 0018"" W (076mm x 045mm)"","" Height (Max)"":"" 0006"" (015mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 10"","" Other Names"":"" 1761-1007""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,,
838,,Passive Components,Capacitors,"Trimmers, Variable Capacitors",AD10,CAP TRIMMER 1-10PF 250V TH,KNOWLES PRECISION DEVICES,Bulk,Lead time,21 Weeks,1,1,,"{""Capacitance Range"":"" 1 ~ 10pF"","" Adjustment Type"":"" Top"","" Voltage - Rated"":"" 250V"","" Dielectric Material"":"" Air"","" Q @ Freq"":"" 5000 @ 100MHz"","" Size / Dimension"":"" 0300"" Dia (762mm)"","" Height - Seated (Max)"":"" 0480"" (1219mm)"","" Operating Temperature"":"" -65C ~ 125C"","" Mounting Type"":"" Through Hole"","" Features"":"" General Purpose"","" Standard Package"":"" 1"","" Other Names"":"" 1674-1076""}",,EAR99,85321000,,,
839,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/B057MC5S.JPG,RF & Microwave,Filters,RF Filters,B057MC5S,RF FILTER 5.7GHZ BANDPASS 2SMD,KNOWLES PRECISION DEVICES,Tray,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 57GHz Center"","" Bandwidth"":"" 500MHz"","" Ripple"":"" -"","" Insertion Loss"":"" 25dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2-SMD"","" No Lead"","" Size / Dimension"":"" 0350"" L x 0200"" W (889mm x 508mm)"","" Height (Max)"":"" 0098"" (249mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1109""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B057MC5S_Datasheet.pdf.aspx?lang=en-US,,
840,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/MFG_B280LA0S.jpg,RF & Microwave,Filters,RF Filters,B280LA0S,RF FILTER BAND PASS 28GHZ 8SMD,KNOWLES PRECISION DEVICES,Bulk,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 28GHz"","" Bandwidth"":"" 1GHz"","" Filter Type"":"" Band Pass"","" Ripple"":"" -"","" Insertion Loss"":"" 4dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Size / Dimension"":"" 0550"" L x 0140"" W (1397mm x 356mm)"","" Height (Max)"":"" 0088"" (224mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1024""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B280LA0S_Datasheet.pdf.aspx?lang=en-US,,High Frequency 5 G SMD Filters
841,,Passive Components,Capacitors,"Trimmers, Variable Capacitors",AC10,CAP TRIMMER 1-10PF 250V TH,KNOWLES PRECISION DEVICES,Bulk,Lead time,21 Weeks,1,1,,"{""Capacitance Range"":"" 1 ~ 10pF"","" Adjustment Type"":"" Top"","" Voltage - Rated"":"" 250V"","" Dielectric Material"":"" Air"","" Q @ Freq"":"" 5000 @ 100MHz"","" Size / Dimension"":"" 0250"" Dia (635mm)"","" Height - Seated (Max)"":"" 0500"" (1270mm)"","" Operating Temperature"":"" -65C ~ 125C"","" Mounting Type"":"" Through Hole"","" Features"":"" General Purpose"","" Standard Package"":"" 1"","" Other Names"":"" 1674-1073""}",,EAR99,85321000,,,
842,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/B161LA0S.jpg,RF & Microwave,Filters,RF Filters,B161LA0S,RF FILTER BAND PASS 16GHZ 4SMD,KNOWLES PRECISION DEVICES,Bulk,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 16GHz"","" Bandwidth"":"" 1GHz"","" Filter Type"":"" Band Pass"","" Ripple"":"" -"","" Insertion Loss"":"" 6dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 4-SMD"","" No Lead"","" Size / Dimension"":"" 0695"" L x 0250"" W (1765mm x 635mm)"","" Height (Max)"":"" 0093"" (236mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1023""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B161LA0S_Datasheet.pdf.aspx?lang=en-US,,
843,,Passive Components,Capacitors,"Trimmers, Variable Capacitors",AF10,CAP TRIMMER 1-10PF 250V TH,KNOWLES PRECISION DEVICES,Bulk,Lead time,21 Weeks,1,1,,"{""Capacitance Range"":"" 1 ~ 10pF"","" Adjustment Type"":"" Top"","" Voltage - Rated"":"" 250V"","" Dielectric Material"":"" Air"","" Q @ Freq"":"" 5000 @ 100MHz"","" Size / Dimension"":"" 0300"" Dia (762mm)"","" Height - Seated (Max)"":"" 0480"" (1219mm)"","" Operating Temperature"":"" -65C ~ 125C"","" Mounting Type"":"" Through Hole"","" Features"":"" General Purpose"","" Standard Package"":"" 1"","" Other Names"":"" 1674-1077""}",,EAR99,85321000,,,
844,https://www.digikey.com/Photos/Knowles-Dielectric-Labs/B032ND5S.JPG,RF & Microwave,Filters,RF Filters,B032ND5S,RF FILTER 3.24GHZ BANDPASS 2SMD,KNOWLES PRECISION DEVICES,Tray,Lead time,16 Weeks,5,5,,"{""Frequency"":"" 33GHz Center"","" Bandwidth"":"" 600MHz"","" Ripple"":"" -"","" Insertion Loss"":"" 35dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2-SMD"","" No Lead"","" Size / Dimension"":"" 0500"" L x 0250"" W (1270mm x 635mm)"","" Height (Max)"":"" 0113"" (287mm)"","" RoHS Status"":"" RoHS Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 5"","" Other Names"":"" 1761-1101""}",Yes,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B032ND5S_Datasheet.pdf.aspx?lang=en-US,,
845,,Passive Components,Capacitors,"Trimmers, Variable Capacitors",AC5,CAP TRIMMER 1-5PF 250V TH,KNOWLES PRECISION DEVICES,Bulk,Lead time,21 Weeks,1,1,,"{""Capacitance Range"":"" 1 ~ 5pF"","" Adjustment Type"":"" Top"","" Voltage - Rated"":"" 250V"","" Dielectric Material"":"" Air"","" Q @ Freq"":"" 3000 @ 100MHz"","" Size / Dimension"":"" 0300"" Dia (762mm)"","" Height - Seated (Max)"":"" 0980"" (2489mm)"","" Operating Temperature"":"" -65C ~ 125C"","" Mounting Type"":"" Through Hole"","" Features"":"" General Purpose"","" Standard Package"":"" 1"","" Other Names"":"" 1674-1075""}",,EAR99,85321000,,,
846,"https://www.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",RF & Microwave,Filters,"EMI/RFI Filters (LC, RC Networks)",SBSMP5000472MXT,FILTER LC(PI) 4700PF SMD,KNOWLES PRECISION DEVICES,Tape and Reel,Lead time,15 Weeks,500,500,,"{""Type"":"" Low Pass"","" Filter Order"":"" 3rd"","" Technology"":"" LC (Pi)"","" Number of Channels"":"" 1"","" Center / Cutoff Frequency"":"" -"","" Attenuation Value"":"" 44dB @ 100MHz"","" Resistance - Channel (Ohms)"":"" -"","" Current"":"" 10A"","" Values"":"" C = 4700pF"","" ESD Protection"":"" No"","" Operating Temperature"":"" -"","" Applications"":"" General Purpose"","" Voltage - Rated"":"" 500V"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 2220 (5750 Metric)"","" 3 PC Pad"","" Size / Dimension"":"" 0224"" L x 0197"" W (570mm x 500mm)"","" Height"":"" 0130"" (330mm)"","" RoHS Status"":"" RoHS non-compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 500"","" Other Names"":"" 1608-1201-2""}",No,EAR99,84213990,https://www.knowlescapacitors.com/getattachment/aa847e2f-cd86-44aa-8533-18b7535f3a94/SBSM-SBSMP-10A.aspx,,
847,,Passive Components,Capacitors,"Trimmers, Variable Capacitors",AM4,CAP TRIMMER 1000V VERT SMD,KNOWLES PRECISION DEVICES,Bulk,Lead time,21 Weeks,1,1,,"{""Capacitance Range"":"" -"","" Adjustment Type"":"" -"","" Dielectric Material"":"" -"","" Q @ Freq"":"" -"","" Size / Dimension"":"" -"","" Height - Seated (Max)"":"" -"","" Operating Temperature"":"" -"","" Mounting Type"":"" -"","" Features"":"" -"","" Standard Package"":"" 1"","" Other Names"":"" 1674-1079""}",,EAR99,85321000,,,
848,"https://www.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",RF & Microwave,Filters,"EMI/RFI Filters (LC, RC Networks)",SBSGP5000103MXT,FILTER LC(PI) 0.01UF SMD,KNOWLES PRECISION DEVICES,Reel,Lead time,15 Weeks,1,1,,"{""Type"":"" Low Pass"","" Filter Order"":"" 3rd"","" Technology"":"" LC (Pi)"","" Number of Channels"":"" 1"","" Center / Cutoff Frequency"":"" -"","" Attenuation Value"":"" 39dB @ 100MHz"","" Resistance - Channel (Ohms)"":"" -"","" Current"":"" 5A"","" Values"":"" C = 10000pF"","" ESD Protection"":"" No"","" Operating Temperature"":"" -"","" Applications"":"" General Purpose"","" Voltage - Rated"":"" 500V"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 1812 (4532 Metric)"","" 3 PC Pad"","" Size / Dimension"":"" 0179"" L x 0126"" W (455mm x 320mm)"","" Height"":"" 0104"" (264mm)"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 1608-1192-3""}",Yes,EAR99,84213990,,,
