Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
11,www.digikey.com/photos/Conec%20Photos/163X10169X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Housings",163X10169X,CONN D-SUB HD HOUSING PLUG 15POS,CONEC,Tray,Lead time,10 Weeks,,50,50,,"{""Connector Style"":"" D-Sub"","" High Density"","" Connector Type"":"" D-Sub"","" High Density"","" Number of Positions"":"" D-Sub"","" High Density"","" Number of Rows"":"" D-Sub"","" High Density"","" Shell Size"","" Connector Layout"":"" D-Sub"","" High Density"","" Contact Type"":"" D-Sub"","" High Density"","" Mounting Type"":"" D-Sub"","" High Density"","" Flange Feature"":"" D-Sub"","" High Density"","" Features"":"" D-Sub"","" High Density"","" Shell Material"","" Finish"":"" D-Sub"","" High Density"","" Shell Finish Thickness"":"" D-Sub"","" High Density"","" Ingress Protection"":"" D-Sub"","" High Density"","" Operating Temperature"":"" D-Sub"","" High Density"","" Mating Cycles"":"" D-Sub"","" High Density"","" Dielectric Material"":"" D-Sub"","" High Density"","" Color"":"" D-Sub"","" High Density"","" Note"":"" D-Sub"","" High Density"","" RoHS Status"":"" D-Sub"","" High Density"","" Moisture Sensitivity Level (MSL)"":"" D-Sub"","" High Density"","" Standard Package"":"" D-Sub"","" High Density"","" Other Names"":"" D-Sub"","" High Density""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=163X10169X,,
12,www.digikey.com/Photos/Conec%20Photos/MFG_161A18009X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",161A18009X,CONN D-SUB PIN 22AWG CRIMP GOLD,CONEC,Bulk,Lead time,10 Weeks,,500,500,,"{""Type"":"" Signal"","" Contact Type"":"" Signal"","" Contact Form"":"" Signal"","" Wire Gauge"":"" Signal"","" Contact Termination"":"" Signal"","" Contact Material"":"" Signal"","" Contact Finish"":"" Signal"","" Contact Finish Thickness"":"" Signal"","" Termination Finish"":"" Signal"","" Termination Finish Thickness"":"" Signal"","" Contact Size"":"" Signal"","" Features"":"" Signal"","" RoHS Status"":"" Signal"","" Moisture Sensitivity Level (MSL)"":"" Signal"","" Standard Package"":"" Signal"","" Other Names"":"" Signal""}",Yes,EAR99,85366990,,,
13,www.digikey.com/photos/Conec%20Photos/162A18419X.JPG,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",162A18419X,CONN D-SUB SOCKET 22AWG CRIMP,CONEC,Bulk,Lead time,10 Weeks,,500,500,,"{""Type"":"" Signal"","" Contact Type"":"" Signal"","" Contact Form"":"" Signal"","" Wire Gauge"":"" Signal"","" Contact Termination"":"" Signal"","" Contact Material"":"" Signal"","" Contact Finish"":"" Signal"","" Contact Finish Thickness"":"" Signal"","" Termination Finish"":"" Signal"","" Termination Finish Thickness"":"" Signal"","" Contact Size"":"" Signal"","" Features"":"" Signal"","" RoHS Status"":"" Signal"","" Moisture Sensitivity Level (MSL)"":"" Signal"","" Standard Package"":"" Signal"","" Other Names"":"" Signal""}",Yes,EAR99,85366990,,,
14,www.digikey.com/photos/Conec%20Photos/17-10001.JPG,INTERCONNECT,"Connectors, Interconnects",Modular Connectors - Plugs,17-10001,CONN MOD PLUG 8P8C SHIELDED,CONEC,Bulk,Lead time,10 Weeks,,10,10,,"{""Connector Type"":"" Plug"","" Cable Type"":"" Plug"","" Number of Positions/Contacts"":"" Plug"","" Features"":"" Plug"","" Shielding"":"" Plug"","" Ratings"":"" Plug"","" Ingress Protection"":"" Plug"","" Termination"":"" Plug"","" Length"":"" Plug"","" Color"":"" Plug"","" Wire Gauge"":"" Plug"","" Contact Finish"":"" Plug"","" Contact Finish Thickness"":"" Plug"","" Contact Material"":"" Plug"","" Current Rating (Amps)"":"" Plug"","" Voltage Rating"":"" Plug"","" Housing Material"":"" Plug"","" Shield Material"":"" Plug"","" RoHS Status"":"" Plug"","" Moisture Sensitivity Level (MSL)"":"" Plug"","" Standard Package"":"" Plug"","" Other Names"":"" Plug""}",Yes,EAR99,85366990,,,
15,www.digikey.com/photos/Conec%20Photos/17-100464.JPG,INTERCONNECT,"Connectors, Interconnects",Modular Connectors - Plugs,17-100464,CONN MOD PLUG 8P8C SHIELDED,CONEC,Bulk,Lead time,10 Weeks,,10,10,,"{""Connector Type"":"" Plug"","" Cable Type"":"" Plug"","" Number of Positions/Contacts"":"" Plug"","" Features"":"" Plug"","" Shielding"":"" Plug"","" Ratings"":"" Plug"","" Ingress Protection"":"" Plug"","" Termination"":"" Plug"","" Length"":"" Plug"","" Color"":"" Plug"","" Wire Gauge"":"" Plug"","" Contact Finish"":"" Plug"","" Contact Finish Thickness"":"" Plug"","" Contact Material"":"" Plug"","" Current Rating (Amps)"":"" Plug"","" Voltage Rating"":"" Plug"","" Housing Material"":"" Plug"","" Shield Material"":"" Plug"","" RoHS Status"":"" Plug"","" Moisture Sensitivity Level (MSL)"":"" Plug"","" Standard Package"":"" Plug"","" Other Names"":"" Plug""}",Yes,EAR99,85366990,,,
16,www.digikey.com/Photos/Conec%20Photos/17-101794.jpg,INTERCONNECT,"Connectors, Interconnects",Modular Connectors - Plugs,17-101794,CONN MOD PLUG 8P8C SHIELDED,CONEC,Bulk,Lead time,10 Weeks,,10,10,,"{""Connector Type"":"" Plug"","" Cable Type"":"" Plug"","" Number of Positions/Contacts"":"" Plug"","" Features"":"" Plug"","" Shielding"":"" Plug"","" Ratings"":"" Plug"","" Ingress Protection"":"" Plug"","" Termination"":"" Plug"","" Length"":"" Plug"","" Color"":"" Plug"","" Wire Gauge"":"" Plug"","" Contact Finish"":"" Plug"","" Contact Finish Thickness"":"" Plug"","" Contact Material"":"" Plug"","" Current Rating (Amps)"":"" Plug"","" Voltage Rating"":"" Plug"","" Housing Material"":"" Plug"","" Shield Material"":"" Plug"","" RoHS Status"":"" Plug"","" Moisture Sensitivity Level (MSL)"":"" Plug"","" Standard Package"":"" Plug"","" Other Names"":"" Plug""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=17-101794,,
17,www.digikey.com/photos/Conec%20Photos/17-10009.jpg,INTERCONNECT,"Connectors, Interconnects",Modular Connectors - Adapters,17-10009,CONN MOD COUPLER 8P8C TO 8P8C,CONEC,Bag,Lead time,10 Weeks,,10,10,,"{""Convert From (Adapter End)"":"" Jack"","" 8p8c (RJ45)"","" Convert To (Adapter End)"":"" Jack"","" 8p8c (RJ45)"","" Type"":"" Jack"","" 8p8c (RJ45)"","" Features"":"" Jack"","" 8p8c (RJ45)"","" Ingress Protection"":"" Jack"","" 8p8c (RJ45)"","" Mounting Type"":"" Jack"","" 8p8c (RJ45)"","" Mounting Feature"":"" Jack"","" 8p8c (RJ45)"","" Ratings"":"" Jack"","" 8p8c (RJ45)"","" Shielding"":"" Jack"","" 8p8c (RJ45)"","" Shell Material"","" Finish"":"" Jack"","" 8p8c (RJ45)"","" Contact Finish"":"" Jack"","" 8p8c (RJ45)"","" Contact Finish Thickness"":"" Jack"","" 8p8c (RJ45)"","" Contact Material"":"" Jack"","" 8p8c (RJ45)"","" Housing Material"":"" Jack"","" 8p8c (RJ45)"","" Shield Material"":"" Jack"","" 8p8c (RJ45)"","" Operating Temperature"":"" Jack"","" 8p8c (RJ45)"","" RoHS Status"":"" Jack"","" 8p8c (RJ45)"","" Moisture Sensitivity Level (MSL)"":"" Jack"","" 8p8c (RJ45)"","" Standard Package"":"" Jack"","" 8p8c (RJ45)"","" Other Names"":"" Jack"","" 8p8c (RJ45)""}",Yes,EAR99,85366990,,,RJ45 Connectors
18,www.digikey.com/photos/Conec%20Photos/CONEC-17-10000.jpg,INTERCONNECT,"Connectors, Interconnects",Modular Connectors - Adapters,17-10000,CONN MOD COUPLER 8P8C TO 8P8C,CONEC,Bulk,Lead time,10 Weeks,,10,10,,"{""Convert From (Adapter End)"":"" Jack"","" 8p8c (RJ45)"","" Convert To (Adapter End)"":"" Jack"","" 8p8c (RJ45)"","" Type"":"" Jack"","" 8p8c (RJ45)"","" Features"":"" Jack"","" 8p8c (RJ45)"","" Ingress Protection"":"" Jack"","" 8p8c (RJ45)"","" Mounting Type"":"" Jack"","" 8p8c (RJ45)"","" Mounting Feature"":"" Jack"","" 8p8c (RJ45)"","" Ratings"":"" Jack"","" 8p8c (RJ45)"","" Shielding"":"" Jack"","" 8p8c (RJ45)"","" Shell Material"","" Finish"":"" Jack"","" 8p8c (RJ45)"","" Contact Finish"":"" Jack"","" 8p8c (RJ45)"","" Contact Finish Thickness"":"" Jack"","" 8p8c (RJ45)"","" Contact Material"":"" Jack"","" 8p8c (RJ45)"","" Housing Material"":"" Jack"","" 8p8c (RJ45)"","" Shield Material"":"" Jack"","" 8p8c (RJ45)"","" Operating Temperature"":"" Jack"","" 8p8c (RJ45)"","" RoHS Status"":"" Jack"","" 8p8c (RJ45)"","" Moisture Sensitivity Level (MSL)"":"" Jack"","" 8p8c (RJ45)"","" Standard Package"":"" Jack"","" 8p8c (RJ45)"","" Other Names"":"" Jack"","" 8p8c (RJ45)""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=17-10000,,
19,www.digikey.com/photos/Conec%20Photos/17-10006.JPG,INTERCONNECT,Cable Assemblies,Modular Cables,17-10006,CABLE MOD 8P8C PLUG-PLUG 6.56,CONEC,Bag,Lead time,10 Weeks,,1,1,,"{""Cable Type"":"" Round Cable"","" Connector Type"":"" Round Cable"","" Mounting Type"":"" Round Cable"","" Number of Positions/Contacts"":"" Round Cable"","" Length"":"" Round Cable"","" Shielding"":"" Round Cable"","" Color"":"" Round Cable"","" Features"":"" Round Cable"","" Style"":"" Round Cable"","" RoHS Status"":"" Round Cable"","" Moisture Sensitivity Level (MSL)"":"" Round Cable"","" Standard Package"":"" Round Cable"","" Other Names"":"" Round Cable""}",Yes,EAR99,85444999,https://www.conec.com/en/wp-content/uploads/sites/2/2013/08/IO_Katalog_Gesamt_GB_Web.pdf#page=601,,
20,www.digikey.com/Photos/Conec%20Photos/17-300210.jpg,INTERCONNECT,"Connectors, Interconnects",Fiber Optic Connectors,17-300210,CONN FIBER LC PLUG DUPLX,CONEC,Bag,Lead time,10 Weeks,,1,1,,"{""Connector Style"":"" LC"","" Connector Type"":"" LC"","" Simplex/Duplex"":"" LC"","" Mode"":"" LC"","" Fiber Core Diameter"":"" LC"","" Fiber Cladding Diameter"":"" LC"","" Cable Diameter"":"" LC"","" Mounting Type"":"" LC"","" Fastening Type"":"" LC"","" Housing Color"":"" LC"","" Boot Color"":"" LC"","" Ingress Protection"":"" LC"","" Features"":"" LC"","" Attenuation - Typ"":"" LC"","" Reflection"":"" LC"","" Housing Material"":"" LC"","" Ferrule Material"":"" LC"","" Body Material"":"" LC"","" Operating Temperature"":"" LC"","" Mating Cycles"":"" LC"","" RoHS Status"":"" LC"","" Moisture Sensitivity Level (MSL)"":"" LC"","" Standard Package"":"" LC"","" Other Names"":"" LC""}",Yes,EAR99,85366990,,,Fiber-Optic LC Connectors
21,www.digikey.com/photos/Conec%20Photos/320X12509X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Adapters",320X12509X,DSUB GENDER CHANGER DB9M DB9M,CONEC,Tray,Lead time,16 Weeks,,50,50,,"{""Connector Style"":"" Gender Changer"","" Convert To (Adapter End)"":"" Gender Changer"","" Convert From (Adapter End)"":"" Gender Changer"","" Number of Rows"":"" Gender Changer"","" Mounting Type"":"" Gender Changer"","" Features"":"" Gender Changer"","" Shielding"":"" Gender Changer"","" Shell Material"","" Finish"":"" Gender Changer"","" Contact Finish"":"" Gender Changer"","" Contact Finish Thickness"":"" Gender Changer"","" Ingress Protection"":"" Gender Changer"","" Material Flammability Rating"":"" Gender Changer"","" Includes"":"" Gender Changer"","" Voltage Rating"":"" Gender Changer"","" Current Rating (Amps)"":"" Gender Changer"","" Housing Color"":"" Gender Changer"","" Operating Temperature"":"" Gender Changer"","" RoHS Status"":"" Gender Changer"","" Moisture Sensitivity Level (MSL)"":"" Gender Changer"","" Standard Package"":"" Gender Changer"","" Other Names"":"" Gender Changer""}",Yes,EAR99,85366990,,,
22,www.digikey.com/photos/Conec%20Photos/320X12519X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Adapters",320X12519X,DSUB GENDER CHANGER DB9F DB9F,CONEC,Tray,Lead time,16 Weeks,,50,50,,"{""Connector Style"":"" Gender Changer"","" Convert To (Adapter End)"":"" Gender Changer"","" Convert From (Adapter End)"":"" Gender Changer"","" Number of Rows"":"" Gender Changer"","" Mounting Type"":"" Gender Changer"","" Features"":"" Gender Changer"","" Shielding"":"" Gender Changer"","" Shell Material"","" Finish"":"" Gender Changer"","" Contact Finish"":"" Gender Changer"","" Contact Finish Thickness"":"" Gender Changer"","" Ingress Protection"":"" Gender Changer"","" Material Flammability Rating"":"" Gender Changer"","" Includes"":"" Gender Changer"","" Voltage Rating"":"" Gender Changer"","" Current Rating (Amps)"":"" Gender Changer"","" Housing Color"":"" Gender Changer"","" Operating Temperature"":"" Gender Changer"","" RoHS Status"":"" Gender Changer"","" Moisture Sensitivity Level (MSL)"":"" Gender Changer"","" Standard Package"":"" Gender Changer"","" Other Names"":"" Gender Changer""}",Yes,EAR99,85366990,,,
23,www.digikey.com/Photos/Conec%20Photos/132C15029X.JPG,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",132C15029X,CONN D-SUB SOCKET 26-28AWG CRIMP,CONEC,Bulk,Lead time,10 Weeks,,100,100,,"{""Type"":"" Signal"","" Contact Type"":"" Signal"","" Contact Form"":"" Signal"","" Wire Gauge"":"" Signal"","" Contact Termination"":"" Signal"","" Contact Material"":"" Signal"","" Contact Finish"":"" Signal"","" Contact Finish Thickness"":"" Signal"","" Termination Finish"":"" Signal"","" Termination Finish Thickness"":"" Signal"","" Contact Size"":"" Signal"","" Features"":"" Signal"","" RoHS Status"":"" Signal"","" Moisture Sensitivity Level (MSL)"":"" Signal"","" Standard Package"":"" Signal"","" Other Names"":"" Signal""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=132C15029X,,
24,www.digikey.com/photos/Conec%20Photos/131C10029X.JPG,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",131C10029X,CONN D-SUB PIN 12-14AWG SLDR CUP,CONEC,Bulk,Lead time,10 Weeks,,100,100,,"{""Type"":"" Power"","" Contact Type"":"" Power"","" Contact Form"":"" Power"","" Wire Gauge"":"" Power"","" Contact Termination"":"" Power"","" Contact Material"":"" Power"","" Contact Finish"":"" Power"","" Contact Finish Thickness"":"" Power"","" Termination Finish"":"" Power"","" Termination Finish Thickness"":"" Power"","" Contact Size"":"" Power"","" Features"":"" Power"","" RoHS Status"":"" Power"","" Moisture Sensitivity Level (MSL)"":"" Power"","" Standard Package"":"" Power"","" Other Names"":"" Power""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=131C10029X,,Conec  Combination D-SUB Connectors
25,www.digikey.com/photos/Conec%20Photos/131C10049X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",131C10049X,CONN D-SUB PIN 8-10AWG SLDR CUP,CONEC,Bulk,Lead time,10 Weeks,,100,100,,"{""Type"":"" Power"","" Contact Type"":"" Power"","" Contact Form"":"" Power"","" Wire Gauge"":"" Power"","" Contact Termination"":"" Power"","" Contact Material"":"" Power"","" Contact Finish"":"" Power"","" Contact Finish Thickness"":"" Power"","" Termination Finish"":"" Power"","" Termination Finish Thickness"":"" Power"","" Contact Size"":"" Power"","" Features"":"" Power"","" RoHS Status"":"" Power"","" Moisture Sensitivity Level (MSL)"":"" Power"","" Standard Package"":"" Power"","" Other Names"":"" Power""}",Yes,EAR99,85366990,https://conec.com/catalog/en/download/download/drawing/?sku=131C10049X,,Conec  Combination D-SUB Connectors
26,www.digikey.com/photos/Conec%20Photos/162A18709X.jpg,INTERCONNECT,"Connectors, Interconnects","D-Sub, D-Shaped Connectors - Contacts",132A15019X,CONN D-SUB SOCKET 20-24AWG CRIMP,CONEC,Bulk,Lead time,10 Weeks,,500,500,,"{""Type"":"" Signal"","" Contact Type"":"" Signal"","" Contact Form"":"" Signal"","" Wire Gauge"":"" Signal"","" Contact Termination"":"" Signal"","" Contact Material"":"" Signal"","" Contact Finish"":"" Signal"","" Contact Finish Thickness"":"" Signal"","" Termination Finish"":"" Signal"","" Termination Finish Thickness"":"" Signal"","" Contact Size"":"" Signal"","" Features"":"" Signal"","" RoHS Status"":"" Signal"","" Moisture Sensitivity Level (MSL)"":"" Signal"","" Standard Package"":"" Signal"","" Other Names"":"" Signal""}",Yes,EAR99,85366990,,,
