Sr. no,Product Photo,Group Category,Product Category,Product Sub-Category,Manufacturer Part No,Short Description ,Manufacturer Name,Available packaging,Stock Status,Lead Time,Quantity Available,Qty Min,Qty Multiple,Price,Technical Specification,ROHS,ECCM,HSCode,Datasheet Link,COO,Series
11,https://www.digikey.com/Photos/Taoglas/MFG_SPKA.46.8.A.jpg,Wireless & Memory,Audio Products,Speakers,SPKA.46.8.A,"4X6"" SPEAKER COAX 8 OHMS WITH DE",TAOGLAS,Box,Lead time,16 Weeks,,1,1,,"{""Technology"":"" Magnetic"","" Type"":"" General Purpose"","" Frequency Range"":"" 10Hz ~ 20kHz"","" Frequency - Self Resonant"":"" -"","" Impedance"":"" 8 Ohms"","" Efficiency - dBA"":"" 3000"","" Efficiency - Testing"":"" -"","" Efficiency - Type"":"" Sound Pressure Level (SPL)"","" Power - Rated"":"" 25W"","" Power - Max"":"" 50W"","" Port Location"":"" Top"","" Shape"":"" Oval"","" Rectangular Frame"","" Material - Cone"":"" -"","" Material - Magnet"":"" -"","" Ingress Protection"":"" -"","" Ratings"":"" -"","" Termination"":"" Connector"","" Size / Dimension"":"" 6220"" L x 4213"" W (15800mm x 10700mm)"","" Height - Seated (Max)"":"" 2205"" (5600mm)"","" Operating Temperature"":"" -40C ~ 85C"","" Distortion Rating"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" Standard Package"":"" 1"","" Other Names"":"" 931-SPKA468A""}",Yes,EAR99,,https://cdn3.taoglas.com/datasheets/SPKA.46.8.A.pdf,,
12,https://www.digikey.com/Photos/Taoglas/MFG_CSB.01.A.001.jpg,Wireless & Memory,RF/IF and RFID,"RF Receiver, Transmitter, and Transceiver Finished Units",CSB.01.A.001,"CELL BOOSTER 850/1900MHZ SMA,F",TAOGLAS,Box,Lead time,16 Weeks,,1,1,,"{""Function"":"" -"","" Modulation or Protocol"":"" -"","" Frequency"":"" 824MHz ~ 894MHz"","" 185GHz ~ 199GHz"","" Applications"":"" General Purpose"","" Interface"":"" -"","" Sensitivity"":"" -"","" Power - Output"":"" 27dBm"","" Data Rate (Max)"":"" -"","" Features"":"" -"","" Voltage - Supply"":"" 8V ~ 36V"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1398""}",Yes,EAR99,85437099,https://www.taoglas.com/images/product_images/original_images/CSB.01.A.001.pdf,,
13,https://www.digikey.com/photos/Taoglas/MFG_EL.1A.jpg,Wireless & Memory,RF/IF and RFID,RF Receivers,EL.1A,EDGE LOCATE GNSS RTK BOARD,TAOGLAS,Box,Lead time,12 Weeks,,1,1,,"{""Frequency"":"" -"","" Sensitivity"":"" -"","" Data Rate (Max)"":"" 9216kbps"","" Modulation or Protocol"":"" BeiDou"","" Galileo"","" GLONASS"","" GNSS"","" GPS"","" Applications"":"" General Purpose"","" Current - Receiving"":"" -"","" Data Interface"":"" SPI"","" UART"","" Memory Size"":"" -"","" Antenna Connector"":"" On-Board"","" Patch"","" Features"":"" -"","" Voltage - Supply"":"" -"","" Operating Temperature"":"" -"","" Mounting Type"":"" -"","" Package / Case"":"" Module"","" Supplier Device Package"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-EL1A""}",Yes,EAR99,85437099,https://www.taoglas.com/datasheets/EL.1A.pdf,,Enable Instant IOT with the Toaglas EDGE Connect
14,https://www.digikey.com/Photos/Taoglas/MFG_CC.001.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,CC.001,CC.001 SMT C-CLIP CONNECTOR,TAOGLAS,Tape,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" C-Clip Connector"","" For Use With/Related Products"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1584-1""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/CC.001.pdf,,
15,https://www.digikey.com/Photos/Taoglas/MFG_CAB.X04.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,CAB.X04,CBL ASSY SMA F TO M CFD200 305MM,TAOGLAS,Bag,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" Antenna Mounting Base"","" For Use With/Related Products"":"" Antennas or Video Cameras"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1366""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/CAB.X04.pdf,,
16,https://www.digikey.com/Photos/Taoglas/MFG_CC.001.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,CC.001,CC.001 SMT C-CLIP CONNECTOR,TAOGLAS,Reel,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" C-Clip Connector"","" For Use With/Related Products"":"" -"","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1584-6""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/CC.001.pdf,,
17,https://www.digikey.com/Photos/Taoglas/MFG_MB.200.C.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,MB.200.C,BASE MOUNT FOR WIFI ANTENNAS,TAOGLAS,Bulk,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" Antenna Mounting Base"","" For Use With/Related Products"":"" Antennas or Video Cameras"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" Q9546535""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/MB.200.C.pdf,,
18,https://www.digikey.com/Photos/Taoglas/MFG_MMB.A.EXTMA.19.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,MMB.A.EXTMA.19,ANT ROOF BRACKET 19MM HERCULES,TAOGLAS,Box,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" Mount"","" For Use With/Related Products"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1402""}",Yes,EAR99,85437099,https://cdn3.taoglas.com/datasheets/MMB.A.EXTMA.pdf,,
19,https://www.digikey.com/Photos/Taoglas/MFG_MMB.A.EXTMA.16.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,MMB.A.EXTMA.16,ANT ROOF BRACKET 16MM OLYMPIAN,TAOGLAS,Box,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" Mount"","" For Use With/Related Products"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1401""}",Yes,EAR99,85437099,https://cdn3.taoglas.com/datasheets/MMB.A.EXTMA.pdf,,
20,https://www.digikey.com/Photos/Taoglas/MFG_FXR.08.52.0075X.A.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.08.52.0075X.A,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1423""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.08.52.0075X.A.pdf,,
21,https://www.digikey.com/Photos/Taoglas/MFG_FXR.06.52.0075X.A.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.06.52.0075X.A,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1421""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.06.52.0075X.A.pdf,,
22,https://www.digikey.com/Photos/Taoglas/MFG_FXR.07.52.0075X.A.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.07.52.0075X.A,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1422""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.07.52.0075X.A.pdf,,
23,https://www.digikey.com/Photos/Taoglas/MFG_FXR.07.A.DG.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.07.A.DG,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1419""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.07.A.dg.pdf,,
24,https://www.digikey.com/Photos/Taoglas/MFG_DXP.02.A.jpg,Wireless & Memory,RF/IF and RFID,RF Multiplexers,DXP.02.A,RF DIPLEXER 1.222/1.575GHZ 8SMD,TAOGLAS,Tape and Reel,Lead time,16 Weeks,,"1,000","1,000",,"{""Type"":"" Diplexer"","" Frequency Bands (Low / High)"":"" 1196GHz ~ 1248GHz / 1574GHz ~ 1576GHz"","" Low Band Attenuation (min / max dB)"":"" 2700dB / 3300dB"","" High Band Attenuation (min / max dB)"":"" 2000dB / 2800dB"","" Return Loss (Low Band / High Band)"":"" 80dB / 130dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"",""000"","" Other Names"":"" 931-1496-2""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/DXP.02.A.pdf,,
25,https://www.digikey.com/Photos/Taoglas/MFG_DXP.02.A.jpg,Wireless & Memory,RF/IF and RFID,RF Multiplexers,DXP.02.A,RF DIPLEXER 1.222/1.575GHZ 8SMD,TAOGLAS,Tape,Lead time,16 Weeks,,1,1,,"{""Type"":"" Diplexer"","" Frequency Bands (Low / High)"":"" 1196GHz ~ 1248GHz / 1574GHz ~ 1576GHz"","" Low Band Attenuation (min / max dB)"":"" 2700dB / 3300dB"","" High Band Attenuation (min / max dB)"":"" 2000dB / 2800dB"","" Return Loss (Low Band / High Band)"":"" 80dB / 130dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1496""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/DXP.02.A.pdf,,
26,https://www.digikey.com/Photos/Taoglas/MFG_DXP.01.A.jpg,Wireless & Memory,RF/IF and RFID,RF Multiplexers,DXP.01.A,RF DIPLEXER 1.222/1.575GHZ 8SMD,TAOGLAS,Tape and Reel,Lead time,16 Weeks,,"1,000","1,000",,"{""Type"":"" Diplexer"","" Frequency Bands (Low / High)"":"" 1196GHz ~ 1248GHz / 1574GHz ~ 1576GHz"","" High Band Attenuation (min / max dB)"":"" 2500dB / 3000dB"","" Return Loss (Low Band / High Band)"":"" 120dB / 120dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"",""000"","" Other Names"":"" 931-1495-2""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/DXP.01.A.pdf,,
27,https://www.digikey.com/Photos/Taoglas/STS.01.B.0115FB.jpg,Wireless & Memory,RF/IF and RFID,"RF Receiver, Transmitter, and Transceiver Finished Units",STS.01.B.0115FB,TRANSCEIVER ANTENNA SYSTEM,TAOGLAS,Box,Lead time,16 Weeks,,8,8,,"{""Function"":"" Transceiver"","" Modulation or Protocol"":"" Iridium"","" Frequency"":"" 162GHz"","" Applications"":"" General Purpose"","" Interface"":"" RS-232"","" Sensitivity"":"" -"","" Power - Output"":"" -"","" Features"":"" IP67/IP69K"","" Voltage - Supply"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 8"","" Other Names"":"" 931-1386""}",Yes,EAR99,85437099,,,
28,https://www.digikey.com/Photos/Taoglas/MFG_FXR.08.52.0075X.A.DG.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.08.52.0075X.A.DG,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1426""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.08.52.0075X.A.dg.pdf,,
29,https://www.digikey.com/Photos/Taoglas/MFG_DXP.01.A.jpg,Wireless & Memory,RF/IF and RFID,RF Multiplexers,DXP.01.A,RF DIPLEXER 1.222/1.575GHZ 8SMD,TAOGLAS,Reel,Lead time,16 Weeks,,1,1,,"{""Type"":"" Diplexer"","" Frequency Bands (Low / High)"":"" 1196GHz ~ 1248GHz / 1574GHz ~ 1576GHz"","" High Band Attenuation (min / max dB)"":"" 2500dB / 3000dB"","" Return Loss (Low Band / High Band)"":"" 120dB / 120dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1495-6""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/DXP.01.A.pdf,,
30,https://www.digikey.com/Photos/Taoglas/MFG_MMB.A.EXTMA.21.jpg,Wireless & Memory,RF/IF and RFID,RF Accessories,MMB.A.EXTMA.21,ANT ROOF BRKT 21MM SPAR/PANTH ST,TAOGLAS,Box,Lead time,16 Weeks,,1,1,,"{""Accessory Type"":"" Mount"","" For Use With/Related Products"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 1  (Unlimited)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1403""}",Yes,EAR99,85437099,https://cdn3.taoglas.com/datasheets/MMB.A.EXTMA.pdf,,
31,https://www.digikey.com/Photos/Taoglas/MFG_FXR.07.52.0075X.A.DG.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.07.52.0075X.A.DG,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1425""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.07.52.0075X.A.dg.pdf,,
32,https://www.digikey.com/Photos/Taoglas/MFG_FXR.06.A.DG.jpg,Wireless & Memory,RF/IF and RFID,RFID Antennas,FXR.06.A.DG,ANTENNA,TAOGLAS,Bag,Lead time,16 Weeks,,100,100,,"{""Frequency"":"" 1356MHz"","" Features"":"" -"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" Not Applicable"","" California Prop 65"":"" "","" Standard Package"":"" 100"","" Other Names"":"" 931-1418""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/FXR.06.A.dg.pdf,,
33,https://www.digikey.com/Photos/Taoglas/MFG_DXP.01.A.jpg,Wireless & Memory,RF/IF and RFID,RF Multiplexers,DXP.01.A,RF DIPLEXER 1.222/1.575GHZ 8SMD,TAOGLAS,Tape,Lead time,16 Weeks,,1,1,,"{""Type"":"" Diplexer"","" Frequency Bands (Low / High)"":"" 1196GHz ~ 1248GHz / 1574GHz ~ 1576GHz"","" High Band Attenuation (min / max dB)"":"" 2500dB / 3000dB"","" Return Loss (Low Band / High Band)"":"" 120dB / 120dB"","" Mounting Type"":"" Surface Mount"","" Package / Case"":"" 8-SMD"","" No Lead"","" Base Part Number"":"" "","" RoHS Status"":"" ROHS3 Compliant"","" Moisture Sensitivity Level (MSL)"":"" 3  (168 Hours)"","" California Prop 65"":"" "","" Standard Package"":"" 1"","" Other Names"":"" 931-1495""}",Yes,EAR99,85437099,https://cdn.taoglas.com/datasheets/DXP.01.A.pdf,,
